model_id	accessibility	europdx_access_modality	email	name	form_url	database_url
TM01278	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01278	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01278
J000096940	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000096940	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000096940
TM00062	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00062	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00062
TM00183	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00183	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00183
TM01031	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01031	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01031
TM01273	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01273	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01273
TM00061	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00061	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00061
TM00060	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00060	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00060
TM01155	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01155	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01155
TM00187	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00187	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00187
TM00065	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00065	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00065
TM00186	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00186	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00186
TM00064	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00064	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00064
TM00185	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00185	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00185
TM00063	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00063	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00063
TM00184	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00184	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00184
TM01030	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01030	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01030
TM00091	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00091	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00091
TM00090	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00090	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00090
J000106124	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000106124	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000106124
J000096837	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000096837	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000096837
J000096958	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000096958	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000096958
J000106125	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000106125	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000106125
J000107333	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000107333	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000107333
J000106132	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000106132	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000106132
TM00099	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00099	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00099
TM00098	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00098	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00098
TM00097	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00097	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00097
TM00096	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00096	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00096
TM01063	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01063	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01063
TM00080	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00080	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00080
J000095635	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000095635	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000095635
J000095633	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000095633	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000095633
J000096845	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000096845	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000096845
J000096967	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000096967	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000096967
J000106133	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000106133	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000106133
J000106134	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000106134	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000106134
J000108200	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000108200	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000108200
J000106142	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000106142	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000106142
J000106143	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000106143	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000106143
TM00089	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00089	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00089
J000106141	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000106141	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000106141
TM00084	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM00084	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM00084
TM01053	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01053	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01053
J000093572	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=J000093572	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=J000093572
TM01171	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01171	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01171
TM01173	Academia and Industry	Not Applicable	micetech@jax.org	micetech	http://tumor.informatics.jax.org/mtbwi/pdxRequest.do?mice=TM01173	http://tumor.informatics.jax.org/mtbwi/pdxDetails.do?modelID=TM01173
