model_id	sample_id	sample_origin	passage	host_strain_nomenclature	platform_id
TM00076	TM00076_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000100672	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01149	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01234	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00308	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000094290	J000094290_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00281	TM00281_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00099	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00308	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000108200	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01509	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00208	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000079754	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00204	TM00204_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00072	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00019	TM00019_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000111787	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01258	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00847	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01234	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000077451	J000077451_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000105006	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000094707	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01571	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000095635	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00065	Not Specified	xenograft	Not Specified	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000079754	J000079754_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00089	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01404	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000116474	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000109799	Not Specified	xenograft	Not Specified	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00298	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00091	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01165	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000115418	Not Specified	xenograft	P4	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000077608	J000077608_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00373	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00203	TM00203_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00090	TM00090_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00219	TM00219_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000104117	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000108931	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00187	TM00187_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00090	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00076	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000106560	Not Specified	xenograft	Not Specified	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01197	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000078604	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00929	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00694	TM00694_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000077960	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00200	TM00200_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00860	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01212	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000078673	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01239	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01244	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00356	TM00356_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000104720	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00202	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01048	Not Specified	xenograft	Not Specified	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00294	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00860	TM00860_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00067	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00930	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01448	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00072	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01500	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00921	TM00921_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000104256	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000116474	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00980	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00327	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01165	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00253	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00021	TM00021_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00333	TM00333_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01081	Not Specified	xenograft	Not Specified	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01070	TM01070_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000101173	Not Specified	xenograft	PT	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000111428	Not Specified	xenograft	Not Specified	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01443	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00062	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01446	TM01446_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000117590	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000099318	Not Specified	xenograft	PT	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01355	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01137	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01231	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000112882	Not Specified	xenograft	Not Specified	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000106526	Not Specified	xenograft	P5	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000097253	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00206	TM00206_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00304	TM00304_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000103366	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000105006	J000105006_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00063	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01479	TM01479_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00070	TM00070_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000105934	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00360	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00142	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00024	TM00024_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00284	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00206	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01295	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000104256	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00317	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000111615	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00089	TM00089_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00920	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01406	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000108981	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00386	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00058	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00298	Not Specified	xenograft	P4	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000105934	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01628	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01420	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00091	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01545	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000112064	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01258	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000097253	J000097253_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000105779	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00017	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00098	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00090	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00279	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00025	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01351	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00137	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00697	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00280	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00001	TM00001_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00939	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00013	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00025	TM00025_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000102630	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01160	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000101866	J000101866_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01341	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01498	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000108157	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01044	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01634	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000099999	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000096652	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00212	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00896	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00849	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00165	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00178	TM00178_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000094100	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00229	Not Specified	xenograft	PT	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00928	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01406	TM01406_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000078336	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01386	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000100365	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00226	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000102326	J000102326_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01243	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000079378	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000093555	J000093555_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000101329	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01245	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000078336	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000105561	J000105561_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000105561	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00231	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00256	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00307	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00999	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01125	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00129	TM00129_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000093555	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01130	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00926	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00080	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000101005	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000104518	J000104518_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000112882	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000099706	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00022	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01612	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01442	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00170	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00386	Not Specified	xenograft	P5	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000111615	Not Specified	xenograft	Not Specified	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000112358	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00047	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000109079	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01039	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01220	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00284	TM00284_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00195	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00170	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01476	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00186	TM00186_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00071	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00360	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01087	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00372	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00013	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00279	TM00279_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00314	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000112064	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000105934	J000105934_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00061	TM00061_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00381	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000103917	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00142	TM00142_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000111787	Not Specified	xenograft	Not Specified	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000106535	Not Specified	xenograft	P5	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00240	TM00240_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00331	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000106532	Not Specified	xenograft	P6	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00165	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00246	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00198	TM00198_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00921	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01145	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00095	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000099327	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00141	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00355	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000117591	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00134	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01155	TM01155_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01619	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00212	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00916	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01594	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000100674	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01029	Not Specified	xenograft	P0	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01563	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00308	TM00308_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM01150	Not Specified	xenograft	P1	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
TM00073	TM00073_PT	patient		NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000108157	Not Specified	xenograft	P2	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
J000080739	Not Specified	xenograft	P3	NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ	Not Specified
